Volume_normalised,log_returns_t,direction_t,direction_tp1,ema_5_price_t_normalised,ema_20_price_t_normalised,sma_5_price_t_normalised,sma_20_price_t_normalised,momentum_4_price_t_normalised,momentum_12_price_t_normalised,momentum_26_price_t_normalised,momentum_52_price_t_normalised,momentum_155_price_t_normalised,log_returns_t_standardised,sharpe_ratio_t_standardised,sortino_ratio_t_standardised,log_returns_t_standardised-1,log_returns_t_standardised-2,log_returns_t_standardised-3,log_returns_t_standardised-4,log_returns_t_standardised-7,log_returns_t_standardised-12,log_returns_t_standardised-26,log_returns_t_standardised-52
0.3559703674822107,0.013023402935425364,1,1,0.43739327905796016,0.4244473500898779,0.42488884385144876,0.41475522283637656,0.04632514034700652,0.06152564287688089,-0.01085742327367134,-0.07600232940481433,0.3076282143844046,0.660982146048072,0.7883564823496908,0.9430657344137352,0.6374252902306341,2.0739898828040535,-1.3354403060598508,-2.3470213231025294,-0.25920114144792117,0.3618681270651388,0.46532279925717196,0.3511639761059336
0.18372161029340092,0.006754722128956746,1,1,0.44697792510914064,0.42841876600622303,0.43574630377403156,0.41746958781702226,0.08324058104650234,0.07889750179029931,0.023886386175444196,-0.03546780869561389,0.2888085402225469,0.34021633434718795,0.8470976715927372,1.0024743605602535,0.660982146048072,0.6374252902306341,2.0739898828040535,-1.3354403060598508,-1.5223933463467947,-0.43976619006040024,-1.174515349435365,-1.3556176680510388
0.3711082951554732,0.009744318799089094,1,1,0.4572281327758913,0.4331149357303344,0.45471068616291027,0.4217763846508495,0.04922058759932768,0.0767260537844765,0.06514481450886422,-0.02461029379966384,0.30545676637858177,0.4931927630662442,0.9330454229945472,1.0914098374825674,0.34021633434718795,0.660982146048072,0.6374252902306341,2.0739898828040535,2.2378159515895426,0.6281633099170122,-1.332893694308783,0.024974117333611663
0.22341358806901257,0.0024214876286457834,1,1,0.4650267841785917,0.4376396168021114,0.4651339114576958,0.4259384228654025,0.03763943994599417,0.04270624358185937,0.07310724864160811,-0.0043428043893667945,0.2880850907097209,0.11848651196602052,0.9514468154146396,1.1068157120653357,0.4931927630662442,0.34021633434718795,0.660982146048072,0.6374252902306341,-2.3470213231025294,1.6574507900932405,-0.23554733865580083,-0.7399244037552263
0.2510283653377522,0.014406011078654786,1,1,0.476016535292291,0.44338784734664266,0.47613618955403403,0.43158432053284584,0.039810979574095684,0.04415396720801995,0.10350807045679938,-0.02171466330278521,0.28663736708356025,0.7317296345578712,1.0791350335345673,1.241219751456362,0.11848651196602052,0.4931927630662442,0.34021633434718795,0.660982146048072,-1.3354403060598508,0.6955416360035814,-0.6019593298644083,1.453190700410386
0.6659226045423531,0.05844859761345098,1,0,0.5077119356707357,0.45555117011626006,0.49871972525044034,0.43990837405638217,0.10495551921612373,0.12305119413148308,0.15851900282709697,0.06080173525266119,0.3452673794635625,2.9853706246466283,1.5786559545852585,1.81114550698968,0.7317296345578712,0.11848651196602052,0.4931927630662442,0.34021633434718795,2.0739898828040535,-0.25920114144792117,0.821246634365486,-0.39636942147952936
0.2831757481235988,-0.002814608542445286,0,1,0.5276357815049448,0.4662113894550318,0.5189869764428127,0.4488838711438932,0.08975492506397065,0.15345219919123176,0.16720488647266685,0.06442063201780834,0.30835203038634545,-0.14944236977426334,1.5478075889006209,1.7725260709008215,2.9853706246466283,0.7317296345578712,0.11848651196602052,0.4931927630662442,0.6374252902306341,-1.5223933463467947,-0.56609865782534,-0.30819314716665935
0.34079344965396235,0.013994133350987488,1,1,0.5469502981143899,0.4775797648720078,0.5405571330875902,0.45872797492041684,0.1049552443492876,0.12087983774793909,0.17371941373469268,0.10785078322388753,0.3394768514480352,0.7106540210890236,1.6686094811083583,1.8996641311365663,-0.14944236977426334,2.9853706246466283,0.7317296345578712,0.11848651196602052,0.660982146048072,2.2378159515895426,0.522447786825242,-1.079492264104149
0.2699288429671508,0.0011110880191495167,1,0,0.5603091865219806,0.48800330758297494,0.561837708358224,0.4682463523338393,0.08903092581747235,0.17516704573857456,0.19543435190431413,0.10423161159190414,0.3720491212690492,0.05143390434898349,1.6736322458598518,1.8995538172423518,0.7106540210890236,-0.14944236977426334,2.9853706246466283,0.7317296345578712,0.34021633434718795,-2.3470213231025294,-0.9327922207529289,0.2112032881698413
0.1770055560970855,-0.00892360568187023,0,1,0.5653546990351703,0.49633115677141065,0.5773276456665961,0.47765615276585666,0.004342987633924378,0.19253908789655044,0.178062401368617,0.10206016358608139,0.35612498598179143,-0.46203723408510267,1.5863805162832592,1.8012165982735122,0.05143390434898349,0.7106540210890236,-0.14944236977426334,2.9853706246466283,0.4931927630662442,-1.3354403060598508,0.26126533543527014,-0.40845370096602657
